Unnamed: 0,LICENSE NUMBER,PROVIDER NAME,PROVIDER SERVICE TYPE,STREET ADDRESS,CITY,STATE,ZIP,COUNTY,ECC,CCRR,SCHOOL DISTRICT OPERATED PROGRAM,SCHOOL DISTRICT,QUALITY RATING,QUALITY RATING EFFECTIVE DATE,QUALITY RATING EXPIRATION DATE,CCCAP FISCAL AGREEMENT STATUS,CCCAP AUTHORIZATION STATUS,TOTAL LICENSED CAPACITY,LICENSED HOME CAPACITY,LICENSED CENTER INFANT CAPACITY,LICENSED CENTER TODDLER CAPACITY,LICENSED CENTER PRESCHOOL CAPACITY,LICENSED PRESCHOOL AND SCHOOL AGE CAPACITY,LICENSED SCHOOL AGE CAPACITY,LICENSED NYO CAPACITY,LICENSED RESIDENT CAMP CAPACITY,GOVERNING BODY
105,38879,Vanessa Lopez,Large Family Child Care Home,,Colorado Springs,CO,80911,El Paso,Alliance for Kids,Alliance for Kids,False,WIDEFIELD 3,2.0,2023-04-11,2026-04-11,True,True,12.0,12.0,0.0,0.0,,,0.0,0.0,0.0,
106,42839,DAKOTA VALLEY PRESCHOOL,Preschool Program,3950 S KIRK WAY,AURORA,CO,80013,Arapahoe,Arapahoe County Early Childhood Council,Child Care Innovations,False,CHERRY CREEK 5,1.0,,,True,True,60.0,,,,60.0,0.0,,,,Cherry Creek Schools
107,48547,Mary Rea Montoya,Large Family Child Care Home,,Ft. Morgan,CO,80701,Morgan,Morgan County  Partnership for Children and Families,Morgan County Partnership,False,,2.0,2025-06-25,2028-06-25,True,False,12.0,12.0,0.0,0.0,,,0.0,0.0,0.0,
108,62496,CAROL Duhaime,Large Family Child Care Home,,Fort Collins,CO,80521,Larimer,Early Childhood Council of Larimer County,ECC of Larimer County,False,POUDRE R-1,2.0,2024-02-16,2027-02-16,True,False,12.0,12.0,0.0,0.0,,,0.0,0.0,0.0,
109,69514,KIMBERLY COREY,Family Child Care Home,,Colorado Springs,CO,80923,El Paso,Alliance for Kids,Alliance for Kids,False,,1.0,,,False,False,6.0,6.0,0.0,0.0,,,0.0,0.0,0.0,
110,86390,Monaco Elementary Preschool,Preschool Program,7631 Monaco St,Commerce City,CO,80022,Adams,Early Childhood Partnership of Adams County,Child Care Innovations,True,Adams 14,1.0,,,False,False,40.0,,,,40.0,0.0,,,,Adams 14
111,86393,Dupont Elementary Preschool,Child Care Center,7970 Kimberly St,Commerce City,CO,80022,Adams,Early Childhood Partnership of Adams County,Child Care Innovations,True,Adams 14,1.0,,,False,False,40.0,,,,40.0,0.0,,,,Adams 14 school district
112,86395,Alsup Elementary,Child Care Center,4413 E 68th Ave,Commerce City,CO,80022,Adams,Early Childhood Partnership of Adams County,Child Care Innovations,True,Adams County School District 14,1.0,,,False,False,60.0,,,,60.0,0.0,,,,
113,87055,Kathryn Richardson,Large Family Child Care Home,,Peyton,CO,80831,El Paso,Alliance for Kids,Alliance for Kids,False,FALCON 49,1.0,,,False,False,12.0,12.0,0.0,0.0,,,0.0,0.0,0.0,
114,87723,BVSD SAC Creekside Elementary,School-Age Child Care Center,3740 Martin Drive,Boulder,CO,80305,Boulder,Early Childhood Council of Boulder County,ECC Boulder Co,False,,,,,True,True,60.0,0.0,0.0,0.0,,,60.0,0.0,0.0,
115,94160,BVSD SAC Whittier Elementary,School-Age Child Care Center,2008 Pine ST,Boulder,CO,80302,Boulder,Early Childhood Council of Boulder County,ECC Boulder Co,True,Boulder Valley School District,,,,True,True,60.0,0.0,0.0,0.0,,,60.0,0.0,0.0,
116,101935,ANGELA GRACE,Family Child Care Home,,Brighton,CO,80601,Adams,Early Childhood Partnership of Adams County,Child Care Innovations,False,,1.0,,,False,False,6.0,6.0,0.0,0.0,,,0.0,0.0,0.0,
117,102070,Chappelow Bright School-Age Center,School-Age Child Care Center,2001 34th ST,Evans,CO,80620,Weld,Weld County’s Early Childhood Council,Promises for Children,False,,,,,True,True,90.0,0.0,0.0,0.0,,,90.0,0.0,0.0,
118,106694,Rodarte Community Center,School-Age Child Care Center,920 A Street,Greeley,CO,80631,Weld,Weld County’s Early Childhood Council,Promises for Children,False,School District 6,,,,False,False,275.0,0.0,0.0,0.0,,,275.0,0.0,0.0,
119,107230,Elite Martial Arts,School-Age Child Care Center,12720 Lowell Blvd,Broomfield,CO,80020,Broomfield,Broomfield Early Childhood Council,Child Care Innovations,False,Adams 12,,,,True,True,45.0,0.0,0.0,0.0,,,45.0,0.0,0.0,
120,1502686,Meredith Porter,Large Family Child Care Home,,Bayfield,CO,81122,La Plata,Early Childhood Council of La Plata County,ECC La Plata Co,False,BAYFIELD 10 JT-R,2.0,2023-08-30,2026-08-30,True,True,12.0,12.0,0.0,0.0,,,0.0,0.0,0.0,
121,1503600,Karen Lindenthaler,Large Family Child Care Home,,Castle Rock,CO,80108,Douglas,Douglas County Early Childhood Council,Child Care Innovations,False,Douglas County School District,2.0,2024-02-29,2027-02-28,True,True,12.0,12.0,0.0,0.0,,,0.0,0.0,0.0,
122,1504008,LISA MONTOYA,Family Child Care Home,,Pueblo West,CO,81007,Pueblo,Pueblo Early Childhood Council,Childrens First,False,,2.0,2022-12-21,2025-12-21,False,False,6.0,6.0,0.0,0.0,,,0.0,0.0,0.0,
123,1504830,Fountain Preschool,Child Care Center,925 N Glendale Ave,Pueblo,CO,81001,Pueblo,Pueblo Early Childhood Council,Childrens First,True,PUEBLO CITY 60,1.0,,,False,False,16.0,,,,0.0,16.0,,,,District 60 Early Childhood Department
124,1506429,Greenwood Elementary,Child Care Center,5130 Durham CT,Denver,CO,80239,Denver,Denver's Early Childhood Council,Denver's ECC,True,Denver Public Schools,4.0,2023-01-10,2026-01-31,False,False,40.0,,,,0.0,40.0,,,,
125,1508429,Camp Chip-a-Tooth 2,School-Age Child Care Center,160 Snowmass Dr,Carbondale,CO,81623,Garfield,Rocky Mountain Early Childhood Council,Mountain Valley Developmental Svcs,False,,,,,True,True,50.0,0.0,0.0,0.0,,,50.0,0.0,0.0,
126,1510660,North Routt Community Charter School - Camps,School-Age Child Care Center,26990 Eagle Ln,Clark,CO,80428,Routt,First Impressions of Routt County,Summit Co CCR&R,False,,,,,False,False,90.0,0.0,0.0,0.0,,,90.0,0.0,0.0,
127,1520354,Hills Academy - New Hills,Child Care Center,5061 E 160th Ave,Brighton,CO,80602,Adams,Early Childhood Partnership of Adams County,Child Care Innovations,False,BRIGHTON 27J,2.0,2023-01-30,2026-01-30,False,False,68.0,0.0,10.0,17.0,0.0,41.0,0.0,0.0,0.0,Northern Hills Christian Church
128,1521303,Beth Miller,Large Family Child Care Home,,COLORADO SPRINGS,CO,80911,El Paso,Alliance for Kids,Alliance for Kids,False,WIDEFIELD 3,1.0,,,False,False,12.0,12.0,0.0,0.0,,,0.0,0.0,0.0,
129,1523920,Alison Sherrill,Family Child Care Home,,Timnath,CO,80547,Larimer,Early Childhood Council of Larimer County,ECC of Larimer County,False,POUDRE R-1,1.0,,,False,False,6.0,6.0,0.0,0.0,,,0.0,0.0,0.0,
130,1529513,WINOGRAD PRESCHOOL,Preschool Program,320 N 71st ST,Greeley,CO,80634,Weld,Weld County’s Early Childhood Council,Promises for Children,True,GREELEY 6,1.0,,,False,False,48.0,,,,0.0,48.0,,,,Greeley Evans School District 6
131,1529514,Heiman Elementary Preschool,Preschool Program,3500 Palmero Ave,Evans,CO,80620,Weld,Weld County’s Early Childhood Council,Promises for Children,True,GREELEY 6,1.0,,,False,False,40.0,,,,40.0,0.0,,,,Greeley/Evans School District 6
132,1536552,Laredo Elementary,Child Care Center,1350 S Laredo St,Aurora,CO,80011,Arapahoe,Arapahoe County Early Childhood Council,Child Care Innovations,True,AURORA PUBLIC SCHOOLS,4.0,2025-01-31,2028-01-31,False,False,16.0,,,,16.0,0.0,,,,
133,1537546,Park View,Child Care Center,1327 E 9th St,Pueblo,CO,81001,Pueblo,Pueblo Early Childhood Council,Childrens First,True,PUEBLO CITY 60,1.0,,,False,False,15.0,,,,0.0,15.0,,,,District 60 Early Childhood Department
134,1544815,PONDEROSA ELEMENTARY PRESCHOOL,Preschool Program,1885 S Lima ST,Aurora,CO,80012,Arapahoe,Arapahoe County Early Childhood Council,Child Care Innovations,False,CHERRY CREEK 5,1.0,,,True,False,40.0,,,,40.0,0.0,,,,Cherry Creek Schools
135,1544817,COYOTE HILLS PRESCHOOL,Preschool Program,24605 E Davies,Aurora,CO,80016,Arapahoe,Arapahoe County Early Childhood Council,Child Care Innovations,False,CHERRY CREEK 5,1.0,,,True,False,58.0,,,,58.0,0.0,,,,Cherry Creek Schools
136,1547446,PSD ECE @ Werner,Child Care Center,5400 Mail Creek Ln,Fort Collins,CO,80525,Larimer,Early Childhood Council of Larimer County,ECC of Larimer County,False,,4.0,2025-04-25,2025-10-31,False,False,16.0,,,,0.0,16.0,,,,Poudre School District Board of Education
137,1548457,ROSS MONTESSORI SCHOOL,Child Care Center,109 Lewies Ln,Carbondale,CO,81623,Garfield,Rocky Mountain Early Childhood Council,Mountain Valley Developmental Svcs,True,CHARTER SCHOOL INSTITUTE,1.0,,,True,True,14.0,,,,0.0,14.0,,,,Ross Montessori School
138,1549083,Leyda Faria,Family Child Care Home,,Grand Junction,CO,81501,Mesa,Mesa County Partnership for Children & Families,Hilltop/Western Colorado,False,,1.0,,,True,True,6.0,6.0,0.0,0.0,,,0.0,0.0,0.0,
139,1549207,Buffalo Trail Elementary Preschool,Preschool Program,24300 E Progress DR,Aurora,CO,80016,Arapahoe,Arapahoe County Early Childhood Council,Child Care Innovations,True,CHERRY CREEK 5,1.0,,,True,True,60.0,,,,60.0,0.0,,,,Cherry Creek Schools
140,1550144,Gloria Sandoval,Family Child Care Home,,Silt,CO,81652,Garfield,Rocky Mountain Early Childhood Council,Mountain Valley Developmental Svcs,False,GARFIELD RE-2,1.0,,,True,True,6.0,6.0,0.0,0.0,,,0.0,0.0,0.0,
141,1553534,YMCA of the Pikes Peak Region @Bricker,School-Age Child Care Center,4880 Dover Dr,Colorado Springs,CO,80916,El Paso,Alliance for Kids,Alliance for Kids,False,,,,,True,False,30.0,0.0,0.0,0.0,,,30.0,0.0,0.0,
142,1564151,New Hope Preschool,Preschool Program,3737 New Hope Way,Castle Rock,CO,80109,Douglas,Douglas County Early Childhood Council,Child Care Innovations,False,Douglas County School District,2.0,2025-08-06,2028-08-06,False,False,88.0,,,,88.0,0.0,,,,
143,1585521,Billie Stam,Large Family Child Care Home,,Keenesburg,CO,80643,Weld,Weld County’s Early Childhood Council,Promises for Children,False,Weld Re3J,1.0,,,False,False,12.0,12.0,0.0,0.0,,,0.0,0.0,0.0,
144,1597580,PINE RIDGE ELEMENTARY PRESCHOOL,Preschool Program,6525 S Wheatlands PKWY,Aurora,CO,80016,Arapahoe,Arapahoe County Early Childhood Council,Child Care Innovations,True,CHERRY CREEK 5,1.0,,,True,False,60.0,,,,60.0,0.0,,,,
145,1599293,Margaret Corpron,Experienced Family Child Care Home,,Arvada,CO,80004,Jefferson,Triad Early Childhood Council,Child Care Innovations,False,Jefferson County Public School,2.0,2022-09-26,2025-09-26,False,False,9.0,9.0,0.0,0.0,,,0.0,0.0,0.0,
146,1599535,Christy Farmer,Experienced Family Child Care Home,,Craig,CO,81625,Moffat,Connections 4 Kids,Summit Co CCR&R,False,MOFFAT COUNTY RE:NO 1,2.0,2025-06-02,2028-06-02,True,True,9.0,9.0,0.0,0.0,,,0.0,0.0,0.0,Individual
147,1604791,Julia Arenas,Family Child Care Home,,Denver,CO,80227,Denver,Denver's Early Childhood Council,Denver's ECC,False,DENVER COUNTY 1,2.0,2024-11-12,2027-11-12,True,False,6.0,6.0,0.0,0.0,,,0.0,0.0,0.0,
148,1604959,Melisa Sprague,Large Family Child Care Home,,Commerce City,CO,80022,Adams,Early Childhood Partnership of Adams County,Child Care Innovations,False,Adams,1.0,,,False,False,12.0,12.0,0.0,0.0,,,0.0,0.0,0.0,
149,1615241,Shayna VanKooten,Large Family Child Care Home,,Peyton,CO,80831,El Paso,Alliance for Kids,Alliance for Kids,False,FALCON 49,2.0,2024-07-18,2027-07-18,False,False,12.0,12.0,0.0,0.0,,,0.0,0.0,0.0,
150,1628062,Jeanine Davis,Large Family Child Care Home,,Fountain,CO,80817,El Paso,Alliance for Kids,Alliance for Kids,False,FOUNTAIN 8,1.0,,,False,False,12.0,12.0,0.0,0.0,,,0.0,0.0,0.0,
151,1710417,Pueblo YMCA,School-Age Child Care Center,3200 E. Spaulding Ave,Pueblo,CO,81008,Pueblo,Pueblo Early Childhood Council,Childrens First,False,Dist 60,,,,False,False,53.0,0.0,0.0,0.0,,,53.0,0.0,0.0,
152,81979,Yasmeen Chaudhry,Family Child Care Home,,Aurora,CO,80016,Arapahoe,Arapahoe County Early Childhood Council,Child Care Innovations,False,CHERRY CREEK SCHOOL DISTRICT,1.0,,,False,False,6.0,6.0,0.0,0.0,,,0.0,0.0,0.0,
153,1511986,TERESA SUNTKEN,Family Child Care Home,,EVANS,CO,80620,Weld,Weld County’s Early Childhood Council,Promises for Children,False,Greeley District 6,1.0,,,False,False,6.0,6.0,0.0,0.0,,,0.0,0.0,0.0,
154,1528670,Christa Eberly,Large Family Child Care Home,,Brighton,CO,80601,Adams,Early Childhood Partnership of Adams County,Child Care Innovations,False,BRIGHTON 27J,4.0,2024-11-30,2027-11-30,True,False,12.0,12.0,0.0,0.0,,,0.0,0.0,0.0,
155,1691521,WASHINGTON STREET COMMUNITY CENTER,School-Age Child Care Center,809 S Washington ST,Denver,CO,80209,Denver,Denver's Early Childhood Council,Denver's ECC,False,,,,,False,False,22.0,0.0,0.0,0.0,,,22.0,0.0,0.0,
156,1692593,Yasamin Zeerak,Family Child Care Home,,Aurora,CO,80016,Arapahoe,Arapahoe County Early Childhood Council,Child Care Innovations,False,ADAMS-ARAPAHOE 28J,1.0,,,True,True,6.0,6.0,0.0,0.0,,,0.0,0.0,0.0,
157,1703214,POP-INS CREATIVE SCHOOLHOUSE,Child Care Center,9083 W PEAKVIEW DR UNIT 9,LITTLETON,CO,80123,Jefferson,Triad Early Childhood Council,Child Care Innovations,False,JEFFERSON COUNTY R-1,2.0,2025-01-24,2028-01-24,True,True,104.0,0.0,9.0,33.0,50.0,0.0,12.0,0.0,0.0,Pop-ins Creative Schoolhouse Inc
158,1705126,CEEN John Evans Head Start,Child Care Center,2840 A 15th Avenue,Greeley,CO,80631,Weld,Weld County’s Early Childhood Council,Promises for Children,False,,4.0,2022-03-23,2027-04-30,True,True,80.0,,,,80.0,0.0,,,,
159,1705903,Sophia Montessori Academy,Child Care Center,320 S Sherman St,Denver,CO,80209,Denver,Denver's Early Childhood Council,Denver's ECC,False,,1.0,,,False,False,60.0,,,,0.0,60.0,,,,Director/Board President
160,1706785,Kathy Drury,Family Child Care Home,,Colorado Springs,CO,80910,El Paso,Alliance for Kids,Alliance for Kids,False,,1.0,,,True,True,6.0,6.0,0.0,0.0,,,0.0,0.0,0.0,
161,1707611,Grand View Elementary,Preschool Program,6601 Aggregrate Blvd.,Frederick,CO,80516,Weld,Weld County’s Early Childhood Council,Promises for Children,True,St. Vrain Valley School District RE 1J,1.0,,,False,False,40.0,,,,40.0,0.0,,,,
162,1707613,Soaring Heights Prek - 8 Preschool,Preschool Program,3280 County Road 5,Erie,CO,80516,Weld,Weld County’s Early Childhood Council,Promises for Children,True,St. Vrain,1.0,,,False,False,40.0,,,,40.0,0.0,,,,
163,1708117,Bianca Lott,Family Child Care Home,,Colorado Springs,CO,80915,El Paso,Alliance for Kids,Alliance for Kids,False,D11,1.0,,,True,True,6.0,6.0,0.0,0.0,,,0.0,0.0,0.0,
164,1708263,Nadia Ojeda-Ayala,Large Family Child Care Home,,Lakewood,CO,80226,Jefferson,Triad Early Childhood Council,Child Care Innovations,False,jefferson county,2.0,2023-04-13,2026-04-13,False,False,12.0,12.0,0.0,0.0,,,0.0,0.0,0.0,
165,1708319,Tabitha Taylor,Large Family Child Care Home,,Denver,CO,80238,Denver,Denver's Early Childhood Council,Denver's ECC,False,DENVER COUNTY 1,2.0,2024-11-13,2027-11-13,False,False,12.0,12.0,0.0,0.0,,,0.0,0.0,0.0,
166,1708787,Suhair Abdelghani,Large Family Child Care Home,,Colorado Springs,CO,80922,El Paso,Alliance for Kids,Alliance for Kids,False,,1.0,,,False,False,12.0,12.0,0.0,0.0,,,0.0,0.0,0.0,
167,1709009,Colorado Military Academy,School-Age Child Care Center,360 Command View,Colorado Springs,CO,80915,El Paso,Alliance for Kids,Alliance for Kids,False,,,,,False,False,75.0,0.0,0.0,0.0,,,75.0,0.0,0.0,
168,1709824,Colorado Institute for Early Learning,Child Care Center,3590 Jasmine St,Denver,CO,80207,Denver,Denver's Early Childhood Council,Denver's ECC,False,,2.0,2022-09-30,2025-09-30,True,True,50.0,,,,0.0,50.0,,,,
169,1710557,Talent Kids Academy,Child Care Center,3410 Parkmoor Village Dr,Colorado Springs,CO,80917,El Paso,Alliance for Kids,Alliance for Kids,False,,4.0,2024-06-30,2027-06-30,True,True,98.0,0.0,10.0,26.0,0.0,62.0,0.0,0.0,0.0,
170,1711487,LITTLE TRAPPERS PRESCHOOL,Child Care Center,200 S Fulton AVE,Fort Lupton,CO,80621,Weld,Weld County’s Early Childhood Council,Promises for Children,True,Weld Re-8 ,1.0,,,False,False,120.0,,,,120.0,0.0,,,,
171,1711883,Evans Early Childhood Center LLC,Child Care Center,313 Linda ST,Fort Morgan,CO,80701,Morgan,Morgan County  Partnership for Children and Families,Morgan County Partnership,False,,5.0,2023-10-31,2026-10-31,True,True,156.0,0.0,10.0,33.0,0.0,113.0,0.0,0.0,0.0,
172,1711941,Lori Lee,Large Family Child Care Home,,Grand Junction,CO,81503,Mesa,Mesa County Partnership for Children & Families,Hilltop/Western Colorado,False,,2.0,2024-01-25,2027-01-25,True,True,12.0,12.0,0.0,0.0,,,0.0,0.0,0.0,
173,1532296,Frances Machovina,Large Family Child Care Home,,Monument,CO,80132,El Paso,Alliance for Kids,Alliance for Kids,False,,1.0,,,False,False,12.0,12.0,0.0,0.0,,,0.0,0.0,0.0,
174,1647890,Rocky Mountain Biological Laboratory,Resident Camp,8000 County Road 317,Crested Butte,CO,81224,Gunnison,Gunnison Hinsdale Early Childhood Council,Bright Futures,False,,,,,False,False,25.0,0.0,0.0,0.0,,,0.0,0.0,25.0,
175,1713303,Park Lane Elementary,Neighborhood Youth Organization,13001 East 30th Avenue,Aurora,CO,80011,Arapahoe,Arapahoe County Early Childhood Council,Child Care Innovations,False,Aurora Public Schools,,,,False,False,50.0,0.0,0.0,0.0,,,0.0,50.0,0.0,Summer Scholars
176,1713350,The Learning Experience,Child Care Center,2314 US Highway 287,Lafayette,CO,80026,Boulder,Early Childhood Council of Boulder County,ECC Boulder Co,False,BVSD,2.0,2022-06-30,2025-06-30,True,True,167.0,0.0,20.0,36.0,0.0,111.0,0.0,0.0,0.0,
177,1713419,Wiggles N' Wonders Playschool,Child Care Center,3901 Redwood ln,Pueblo,CO,81005,Pueblo,Pueblo Early Childhood Council,Childrens First,False,,2.0,2024-09-30,2027-09-30,False,False,34.0,0.0,5.0,9.0,0.0,20.0,0.0,0.0,0.0,"Whitney Keller , Wiggles N Wonders Playschool LLC"
178,1713481,Sharla Ailes,Family Child Care Home,,Aurora,CO,80010,Arapahoe,Arapahoe County Early Childhood Council,Child Care Innovations,False,ADAMS-ARAPAHOE 28J,4.0,2022-11-30,2025-11-30,True,False,6.0,6.0,0.0,0.0,,,0.0,0.0,0.0,
179,1713508,Larissa Maldonado,Family Child Care Home,,Montrose,CO,81401,Montrose,Bright Futures,Bright Futures,False,,2.0,2025-01-10,2028-01-10,True,True,6.0,6.0,0.0,0.0,,,0.0,0.0,0.0,
180,1713615,Wild Plum Center- Longs Peak,Child Care Center,851 Meeker Street,Longmont,CO,80504,Boulder,Early Childhood Council of Boulder County,ECC Boulder Co,False,,4.0,2020-10-16,2025-09-01,True,True,62.0,0.0,8.0,16.0,38.0,0.0,0.0,0.0,0.0,
181,1713760,Thunder Vista Preschool,Preschool Program,3461 Preble Creek Parkway,Broomfield,CO,80023,Broomfield,Broomfield Early Childhood Council,Child Care Innovations,True,ADAMS-ARAPAHOE 28J,2.0,2024-10-23,2027-10-23,False,False,48.0,,,,48.0,0.0,,,,
182,1713765,STEM Lab Preschool,Preschool Program,11700 Irma Drive,Northglenn,CO,80233,Adams,Early Childhood Partnership of Adams County,Child Care Innovations,True,Adams 12 Five Star Schools District,1.0,,,False,False,32.0,,,,32.0,0.0,,,,
183,1713766,Arapahoe Ridge,Preschool Program,13095 Pecos Street,Westminster,CO,80234,Adams,Early Childhood Partnership of Adams County,Child Care Innovations,True,Adams 12 Five Star Schools District,2.0,2023-10-04,2026-10-04,False,False,64.0,,,,64.0,0.0,,,,
184,1713768,Life Time Kids Camp,School-Age Child Care Center,300 Summit Blvd,Broomfield,CO,80021,Broomfield,Broomfield Early Childhood Council,Child Care Innovations,False,Boulder Valley School District,,,,False,False,100.0,0.0,0.0,0.0,,,100.0,0.0,0.0,
185,1713778,Miramont Sport Center,Child Care Center,901 Oakridge Drive,Fort Collins,CO,80525,Larimer,Early Childhood Council of Larimer County,ECC of Larimer County,False,Poudre School District,2.0,2025-02-04,2028-02-04,True,False,77.0,,,,0.0,77.0,,,,
186,1713925,Miramont South Mighty Camp,School-Age Child Care Center,901 Oakridge Drive,Fort Collins,CO,80525,Larimer,Early Childhood Council of Larimer County,ECC of Larimer County,False,,,,,False,False,180.0,0.0,0.0,0.0,,,180.0,0.0,0.0,
187,1713989,Trailside Academy,Child Care Center,2300 West 67th Ave,Denver,CO,80221,Adams,Early Childhood Partnership of Adams County,Child Care Innovations,True,Mapleton Public Schools,2.0,2023-08-09,2026-08-09,True,True,54.0,,,,54.0,0.0,,,,
188,1714279,Leading Edge @ Creekside,School-Age Child Care Center,7808 Cherry Creek S Dr,Denver,CO,80231,Denver,Denver's Early Childhood Council,Denver's ECC,True,,,,,True,True,50.0,0.0,0.0,0.0,,,50.0,0.0,0.0,
189,1714304,Adventure Experiences LLC,Resident Camp,#2 Illinois Creek Road,Almont,CO,81210,Gunnison,Gunnison Hinsdale Early Childhood Council,Bright Futures,False,,,,,False,False,120.0,0.0,0.0,0.0,,,0.0,0.0,120.0,
190,1714386,Miller Activity Complex,School-Age Child Care Center,1375 W Plum Creek Parkway,Castle Rock,CO,80109,Douglas,Douglas County Early Childhood Council,Child Care Innovations,False,Douglas County School District,,,,False,False,160.0,0.0,0.0,0.0,,,160.0,0.0,0.0,
191,1714657,RMCA Early Education,Child Care Center,4620 Antelope Ridge Drive,Colorado Springs,CO,80922,El Paso,Alliance for Kids,Alliance for Kids,False,,2.0,2025-09-12,2028-09-12,False,False,107.0,0.0,10.0,17.0,0.0,80.0,0.0,0.0,0.0,
192,1715772,Dream BIG Day Camp,School-Age Child Care Center,2450 Wabash Street,Denver,CO,80231,Arapahoe,Arapahoe County Early Childhood Council,Child Care Innovations,False,Arapahoe,,,,False,False,200.0,0.0,0.0,0.0,,,200.0,0.0,0.0,
193,1715779,Dream Big Day Camp,Child Care Center,2450 Wabash Street,Denver,CO,80231,Arapahoe,Arapahoe County Early Childhood Council,Child Care Innovations,False,ADAMS-ARAPAHOE 28J,1.0,,,False,False,40.0,,,,40.0,0.0,,,,
